Ph,K,P,N,Zn,S,CLOUD_AMT,PS,temperature_range,wind_chill,CLOUD0/1,temperature_humidity_ratio,precipitation,(WD10M + GWETTOP)/ WS2M_RANGE,label
5.65502492167507,243.91708202791784,2.1602244593909363,0.20768522528096747,0.7419887770304532,11.221010067259211,59.11,77.78812345266502,16.147313500371364,1.7492160001426256,1,2.5599355704453517,6.252427037547343,13.643268876325706,Niger seed
5.954793145901993,253.26096948700166,1.5217300466362131,0.15637814219030072,0.956519013990864,14.34768074617941,59.11,77.72390305129984,16.070930144309205,1.656107875348571,1,2.5784228088965344,6.07363160194297,13.759547712335884,Niger seed
5.538693986591559,377.9836748323945,13.70938975417858,0.19012342271958632,1.65322449888263,11.742040089389608,59.11,77.66453051229108,16.000312806344706,1.570028286092608,1,2.595514484793507,5.90833305585252,13.867048904794192,Niger seed
7.103131390247245,378.7425848819335,12.40367600950088,0.15935516847841466,1.7923368674025373,8.734911963113252,59.11,76.75501798518937,15.978317608096841,-0.229991268,1,2.578012820474244,5.6441066081968305,14.05668222735884,Niger seed
5.303494396696635,144.26687319066363,2.4967454300171523,0.2129380893412195,1.688660507065121,12.676258703264915,59.11,77.17009593068552,15.519196120987873,1.6733131980920217,1,2.6998260469352315,4.930743003255919,13.651635437172637,Niger seed
6.888295448356363,145.15747708697577,8.490363741656928,0.11293679415397012,1.4845837812734157,9.227531613815817,59.11,76.6429081558051,15.924448070206749,-0.428630218,1,2.58933930808863,5.502057116670462,14.150397943387343,Niger seed
5.6136673262636245,345.1623818946623,1.162381894662321,0.19190417486815828,2.167523621067536,8.350472421350716,59.11,77.97232696012743,16.56324287566286,1.9268666794571057,1,2.4550277521422097,7.186505895307866,13.039099890102579,Niger seed
6.709359865189254,142.79806557598477,7.4688578023881576,0.10809767425396742,1.341204223825175,10.170677048405329,59.11,76.86207693323918,16.029760163046014,-0.040301594,1,2.567196624822576,5.779756347540356,13.967188683136621,Niger seed
5.661502315077474,227.30829474870876,1.7308294748708763,0.14415602699032573,1.684663579896701,10.192488424612629,59.11,77.99159629587604,16.589895691298025,3.5821165434389006,1,2.4300623286953047,7.5670448567028705,11.192171586810389,Niger seed
5.269507031866472,134.2588252548144,1.3706068434690293,0.17524274666277148,1.4633315492004038,12.34245948826885,59.11,77.99198257733168,16.389782307400296,2.0447753615975452,1,2.501250290253291,6.819989373220728,13.27415717315365,Niger seed
5.325657217025721,218.39632233655198,5.959681516102439,0.16589189670325757,1.4161273935590244,8.8713473831996,59.11,76.60267691587713,15.905116684943131,-0.499912917,1,2.593403881581056,5.4510818613638365,14.18402835275709,Niger seed
5.9681015178530386,115.10202767584917,8.270319061786603,0.05863455798444484,0.7904304553559116,8.678548432736065,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Niger seed
5.495726257480106,229.76494416140582,2.0854748503978784,0.15410727651221487,1.8893156437002652,10.95726257480106,59.11,78.2134595014549,16.679108706900998,2.3541112400785242,1,2.4306660636286215,7.492034456667316,12.837530510393503,Niger seed
5.937963555166654,248.4537130097617,2.231480635476209,0.12959810466347713,1.2388883812857254,10.462961270952418,56.68176813385457,77.8270350743048,16.26315599983408,10.590467513439052,1,2.4775707818275006,7.281961203899289,5.389001253811198,Niger seed
6.1773780361846855,345.77378036184683,2.6786589144594384,0.13549640232566215,2.1244208009842303,5.452439276306292,59.11,76.62483236430744,15.923071672555487,0.22055850971269408,1,2.581492705877911,5.628802987972593,13.39616752621553,Niger seed
5.316264440601299,131.75603339098052,1,0.1540101222429174,1.3430744578954528,12.243966609019488,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.668109717658322,271.61280039347093,1,0.20138199748143565,1.0402438170184944,5.399390457453764,59.11,77.23408533595648,15.935889033921368,4.377531988180335,1,2.560335190391256,6.379265076069345,9.999254797866474,Niger seed
5.5,339.3385157888454,1.3330284830090928,0.17359340204010257,1.9668800618936353,9.666056966018186,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.169125905315301,239.34222144932377,2.577185236711748,0.20450944002873722,0.8691259053153008,17.959703343017765,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.020356277378597,173.8671740143705,2.8407125547571948,0.11672834658401889,1.8,6.592874452428052,57.43907469940297,77.65954687296332,16.27464674928558,9.389758882336427,1,2.465368870278296,7.395184190648187,5.831478722326502,Niger seed
5.463622310723624,315.40789641150803,1,0.197212379290672,1.3409442231909403,10.544892428944955,55.77300980254593,78.68263171292064,16.5198496611138,9.084416614780439,1,2.4843902022111544,7.073360279529755,8.94883396602164,Niger seed
6.871130414099604,147.86985865461295,8.039077512667689,0.11102842226003713,1.53140401306643,8.909760600904029,59.11,76.64017099935427,15.931763565784484,0.37090728450024013,1,2.578194088616933,5.675296095126422,13.24424022098689,Niger seed
6.197334774943451,346.0599675637723,2,0.13555274631562567,1.9980010812075886,5.019989187924114,59.11,76.55139383711675,15.880474815719218,-0.590777536,1,2.598585025461099,5.386103301483521,14.22689730075719,Niger seed
5.874271671215328,213.27329580221678,2.19636014255876,0.21746695680444716,1.5815537680739664,5.41164849660243,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.454759152356474,104.62867051516692,2,0.12539681692366636,1.1366628132990644,15.361926781148203,59.11,78.15047013518425,16.578286447915325,2.2745540456473385,1,2.4556262017817034,7.261233142206027,12.987196201913397,Niger seed
5.26526624652511,137.98390092844804,2.123876759061592,0.19165955817654767,1.389974972335281,13.904575817117184,59.11,77.4675541550837,15.76603032120666,1.2844477095394726,1,2.6522184107660474,5.359932970490408,14.223698521593636,Niger seed
5.354554815882874,218.13366952377996,5.6279361556787935,0.1730590851687401,1.4370972748003548,8.515553234960072,59.11,76.62183222382431,15.921371592941385,0.19115123556803237,1,2.5821378946546667,5.6197092288126544,13.42588355098016,Niger seed
5.858853036976283,219.30102329558343,1.3494883522082843,0.13248335729841043,1.519386022649941,12.19386022649941,59.11,77.74083997434869,16.298835040029843,9.178359744223663,1,2.423739925536022,7.9738102918280545,5.296483133827411,Niger seed
5.728732789621902,464.4366394810951,5.756946167107445,0.16486200727820527,1.853038172911157,8.53038172911157,59.11,77.99170995101136,16.389458047307635,2.0443801020707375,1,2.501328771665502,6.819230356760793,13.274650796216093,Niger seed
5.8685812922798215,162.77702449264214,2.9256748308807117,0.22063504119393515,1.6148650338238577,6.148650338238577,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.762903407847192,341.22295437392864,5.175782461306242,0.16551153332033985,2.8309681788332623,9.758038159292738,59.11,78.39459687431595,16.521397728280636,7.368948765286162,1,2.4135627093889167,7.9973188665379285,8.283518796587792,Niger seed
5.840166667930251,210.09897956862804,2,0.1666719728087141,1.4221088409586726,13.854761886710708,59.11,78.29029591751636,16.647823129671803,3.7983352174443983,1,2.423236837577673,7.666242344812628,11.546396268699302,Niger seed
5.737029423682792,208.71732198849205,5.313239477069899,0.20263877393877322,1.6747042091720403,6.80860960410486,59.11,77.60760044928224,16.387989298849796,1.2806352873141085,1,2.491876174179911,6.724376787661445,13.343984897119014,Niger seed
6.364213654358649,163.57826813599297,4.772309569124877,0.11541410658588584,1.707970524886313,6.202320561969137,59.11,77.0673480440798,16.17383055879236,4.558082029563018,1,2.4863284454927306,6.970117182754847,9.013103808749888,Niger seed
6.1086783542119765,291.4175191259536,1,0.24326821038260085,1.5358093860574593,6.343237544229838,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
6.007552187082286,168.04166998663317,3,0.15882078718579917,1.726041749665829,5.369791251670856,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.896098318054987,210.95084097250654,1.851736086089504,0.16463472172179008,1.5301992347557702,11.088175846943603,58.477927524907884,79.47902981267912,17.222418307255257,4.828690865723008,1,2.6248962927678967,5.9262884101578415,12.563702917338368,Niger seed
6.426877854696917,440.4215382350762,3.1268778546969176,0.16418938616263723,1.4126877854696918,16.675293944470035,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.283678462825389,156.53286502804244,5.271105634269802,0.18366809716672033,1.5581538325343922,7.160280097910033,59.11,77.00468522182541,16.138321626035328,3.943863194450942,1,2.4998042643305047,6.780179205826741,9.633771403621315,Niger seed
5.325261949746939,224.05271787521866,2,0.18251611049581348,1.6543767599766745,17.17539832489795,54.87713263259707,79.70984067004082,16.544828099519908,23.663171033053125,1,2.471097727177857,7.832269957785275,1.5307541129574396,Niger seed
4.927412133097284,121.72332289557696,2.5456868884954735,0.232564153814517,0.9271565557522632,18,54.34425546031751,79.85207671221266,16.57606923000803,24.915424647296803,1,2.480505707080669,7.737403597515297,1.4108128034889018,Niger seed
5.311733645637011,219.01466705704627,5.926664714768681,0.1629267820815765,1.3955998828861207,8.985332942953736,59.11,76.5510002927847,15.88123349852033,-0.503140924,1,2.597370503660762,5.405009775459618,14.12746516982239,Niger seed
5.206469146149424,113.56711073862071,2,0.18190762233639096,0.7890568046091944,17.348246830804605,59.11,77.60423212152874,15.928594265917273,1.4826063769697488,1,2.6128726872423997,5.74045685431199,13.976226464293735,Niger seed
5.714454418631686,226.4257596894719,1.6425759689471895,0.14096125007588828,1.6140607751577516,9.927727906841568,59.11,77.90687293018931,16.554888467450784,3.9635176845060505,1,2.4310747852610257,7.576458564008752,10.662719221938245,Niger seed
5.375934432792286,462.9206516687823,2.481311344154268,0.21247619550063468,1.9,10.20327836038567,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.54460367487364,153.00623432783038,5.481896195358733,0.11385342888030671,1.6451380458305298,8.524532425412723,59.11,76.91533398184806,16.087689256506344,3.0680454039290366,1,2.519019503599127,6.509345669341295,10.518784513793443,Niger seed
5.404852144033401,310.87338592601213,1.0485214403340088,0.20739342028760116,1.5,8.145564321002027,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.565351005108039,228.91081658153269,1.8910816581532686,0.14995715602514834,1.8128653265226147,10.673244974459806,59.11,78.14543839182714,16.653462390359557,2.889562010644957,1,2.4282238932310447,7.549951290472728,12.153559993160542,Niger seed
5.604294299179136,345.14899185597017,1.1489918559701948,0.19280264646439993,2.170201628805961,8.40403257611922,59.11,77.99522392629096,16.574245024119325,1.9674360866148806,1,2.4527144652066872,7.215517645828674,13.01995968098192,Niger seed
6.031544688970493,143.69865400593466,5.604873935451349,0.1726155694952793,1.5847922835084127,11.372410945956112,59.11,76.86124051633408,15.618709752123479,0.1447482924288538,1,2.675515800389495,4.899899514995368,14.532514459617085,Niger seed
5.786017285024696,331.99470808084493,6.066212402101088,0.11633940823510701,2.520128316588081,10.871292221738887,59.11,78.40730950676358,16.505988476925275,7.804149927759151,1,2.4123835865918823,8.037671843748093,7.885825781131618,Niger seed
6.02112693523633,215.66198143799815,1.3943653238183502,0.13737882965853568,1.17887306476367,9.97182661909175,59.11,77.66859071086562,16.45643157869208,5.036198279869734,1,2.4339222925040795,7.6029343661765125,9.173648485603525,Niger seed
5.624271552987877,214.18706518529265,2.3241544006739674,0.20960848069512478,1.992328026478946,11.5170441586338,59.11,77.87125563242472,16.298498048724277,9.883563241089615,1,2.4194857143628345,8.068926104384527,4.859311139752155,Niger seed
5.271549090709927,126.87883632778694,1.5690181858014511,0.17501701829534136,1.200843634969492,13.707054557404353,59.11,78.34388800065724,16.582863029300984,5.632993536903115,1,2.4182660616795815,7.836356608600129,9.869859388027303,Niger seed
5.406563948709765,217.22393418817057,5.289573675268232,0.16431042632473175,1.3822393418817058,9.710426324731767,59.11,76.84370725382284,16.02093340675905,-0.072849443,1,2.5690525187038906,5.756480925260918,13.982544407689698,Niger seed
5.561971426095926,344.10967717842186,1.9843128178236338,0.19401038606539442,2.348731422630224,9.178684278576588,59.11,78.28408428435276,16.655352381944265,3.5856876808470357,1,2.4238129793248837,7.646525115315008,11.740716613751186,Niger seed
5.707184151141191,226.54693081431347,1.6546930814313483,0.14139988954781482,1.6237544651450784,9.964079244294044,59.11,77.9185053581741,16.559694922046273,3.911151713550819,1,2.4309357760515473,7.575166072009432,10.735412468433257,Niger seed
5.190037254468603,124.04059607149765,1.6199254910627947,0.1798703883471005,0.5760149017874411,17.479701964251177,59.11,77.56808195983093,15.88559748274604,1.430195091846425,1,2.623279297060297,5.639811517775172,14.041680722355721,Niger seed
5.6225612860844105,295.61992111398985,1.1971541265728773,0.2308750213554987,1.621138349370849,9.365849518874528,57.041853212250516,77.74739757364908,16.26861963583739,10.019553063161986,1,2.471769001575412,7.335796612060813,5.59939099712921,Niger seed
6.276016988129037,137.8538850994588,5.150909661334509,0.10516024938261964,1.111445248739556,11.90114021518942,59.11,77.35940332234856,16.268728886029628,0.8408735203600901,1,2.516951599765521,6.40989699696984,13.551459759890257,Niger seed
6.051360419203674,169.4435334145176,3,0.13933488553820547,1.7610883353629398,5.194558323185301,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.966733678451371,203.948808614049,4.5157739861133415,0.23014854976698731,1.8233668392256859,5.335311604798878,59.11,78.09032165656659,16.630688461664025,3.137682296588244,1,2.428882546248938,7.5560753721731295,11.80912507144567,Niger seed
5.9456620606467565,161.8520552722389,2.6173517574129743,0.1863495154243227,1.6765296485174053,6.765296485174051,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.563923172311246,141.23731103089364,1.3299039653890583,0.1452409470225097,1.5319615861556233,10.680384138443767,59.11,77.9332921932265,16.565804760111323,3.8445854751106068,1,2.430759071217955,7.573523090335658,10.827818202365261,Niger seed
5.476769939549256,129.8890777681603,1.111222713673257,0.10898084181256339,0.7682822989006705,14.891593051229863,59.11,78.1725664651642,16.60456768883949,2.3065897820415167,1,2.449265292903038,7.32275133362244,12.947188112964302,Niger seed
5.653745996910035,243.89576661516725,2.1618641065255955,0.20775261477820198,0.7419067946737202,11.22838847936518,59.11,77.78902525858908,16.14838610287045,1.7505234578466062,1,2.5596759660081254,6.254937747222085,13.64163604717908,Niger seed
5.391037366084506,448.17925267830987,2,0.20791257954430434,1.8462241965070347,10.344395087324132,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.1,169.05491417155227,2.82317401559566,0.1177,1.8,5.530477953213019,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
6.319658721362585,254.82015167587105,1.5224810405161184,0.1378990519861682,0.9567443121548356,8.089924162064474,59.11,77.22314734567226,15.864661882897401,3.915287985018672,1,2.584178975579669,6.131662831731918,10.623572273202075,Niger seed
5.429707896640295,127.87532634624472,1.140584206719411,0.11803536266680399,0.6718831586561178,15.562336826877644,59.11,78.09535737260865,16.51273566221651,2.194650372257718,1,2.4714916084403247,7.107794200956951,13.086984551804811,Niger seed
5.367954030039044,221.0032835686397,2,0.1711722148753396,1.9796497526784345,18.59846766796815,57.00970369099799,79.14061293281274,16.419801293763353,18.651660023696138,1,2.433447051370282,8.211924528954361,2.010758471532445,Niger seed
5.537363739380552,218.36917025907405,1.8154148704629671,0.1521920490205835,2.07849784455556,17.784978445555605,59.11,78.34188518289723,16.29728195190745,12.428423341616694,1,2.404133589306768,8.41216949069773,3.2816933744768733,Niger seed
5.383861775986403,118.66139594937515,4.48624319523501,0.16138807717382114,0.6151585327959209,14.907442911406502,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Niger seed
5.623955645111297,329.7312471767211,3.7622360879989474,0.11563714112881562,1.9421084675636282,10.944219959699916,59.11,78.31817560481122,16.614029569525616,4.7527616409321745,1,2.420650939259683,7.754739230935196,10.674227820823287,Niger seed
5.798585528110583,335.794152153229,7.333308488271395,0.1568838813456242,2.561700340001241,12.542732105588465,54.65670730969016,79.01726324795226,16.230511144207213,17.815399475971336,1,2.4859829958196484,7.5206232688260855,1.7173070817547045,Niger seed
5.5053374688222085,142.43517842788629,3.7573661680076453,0.20699251371265898,1.6368347558307705,12.647451517853879,59.11,77.03760667253762,15.478002327437496,0.5596471462357671,1,2.717120035612733,4.640891840772954,14.695074083284375,Niger seed
5.687947095088483,351.2649031696161,1.6264903169616125,0.14691706372702418,1.886754841519194,8.373509683038387,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.798340001570839,165.3583912326356,2.887695655588781,0.22677744789062795,1.5101565244710247,6.673826066467315,57.93192742712631,77.55054607903404,16.28212489283852,8.60834148684435,1,2.4574279046719703,7.468869353828793,6.11944166525433,Niger seed
5.887859863733015,121.281588711713,5.567049895456248,0.051592883507336575,0.792116717636591,10.219627179490594,59.11,77.71669268736711,16.06235418115881,1.6456541340048874,1,2.5804984688816877,6.053557293268259,13.772602951909056,Niger seed
5.647375860603998,249.06018225973142,2,0.14056268218771678,1.1,17.75927096107432,59.11,77.91074167688595,16.556487012085075,3.946101657738943,1,2.431028553174253,7.5760287032643445,10.686895753064297,Niger seed
6.834451635883634,148.44682819958328,7.751829103493182,0.1113457555097708,1.544179767276487,8.866487885031255,59.11,76.67108008212054,15.94927871275749,0.6738770539435541,1,2.571547002117876,5.768984959402194,12.938089534343064,Niger seed
5.71646351146636,331.02327371014684,5.077389588013416,0.11603800854968756,2.272053190896684,10.902591419840139,59.11,78.3690549313065,16.552357659007694,6.494552110200751,1,2.415931777117971,7.916242547497774,9.082554903223402,Niger seed
7.102371320054297,433.65876226648567,3.9058911047877602,0.1458033292168853,1.5376435580848957,11.376435580848959,58.1227976892236,78.5445608420143,16.71690007807947,5.801927011326846,1,2.4415229836365544,7.461164039855381,11.61325140980402,Niger seed
5.61502764987416,331.68088479597316,3.3803317984899266,0.11942503963526843,1.8680884795973136,10.539889400503357,59.11,78.02914691224161,16.605411397290773,3.4130740624950042,1,2.4296135933579155,7.5628725659923255,11.426832503264865,Niger seed
5.316309770880883,136.03032604174075,1.8794865515400132,0.1717061804738365,1.2399379461986157,14.142778930777457,59.11,77.63769923626961,15.968399849303296,1.5311277226722066,1,2.6032384508107484,5.833632344207962,13.915630188593747,Niger seed
5.972177501095364,175.6016099605669,2.7443550021907277,0.11614056551336344,1.8,7.556449978092723,56.42828397298073,77.88309639491752,16.259309838827388,10.992366339693938,1,2.4816549816097475,7.24406342895145,5.24089606772852,Niger seed
5.660825159448619,330.2461913936324,4.286397683494537,0.11579690902427735,2.073609735366742,10.927628678248121,59.11,78.33845383769675,16.58944989345436,5.446961725850615,1,2.418770091466954,7.819107258003017,10.03985790431765,Niger seed
5.280952997576844,128.57153956383195,1.3809400484631165,0.16965679138119882,1.2666709830379093,13.142820145389349,59.11,78.31285510799641,16.620478656533553,4.570621049022995,1,2.4211444262783415,7.737850684239705,10.840670485685953,Niger seed
5.453331227040081,227.43321748720447,2.933375459198376,0.15616343548855607,1.7833280676002028,10.533312270400812,59.11,77.8509819911927,16.504935790211892,1.7118646824195785,1,2.467287268504476,7.032754959898085,13.140535515440986,Niger seed
5.955986203228325,161.72816556126008,2.576055187086698,0.18175733680404083,1.6847889625826604,6.847889625826604,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.341867589689954,121.09337948449773,2.054216068733636,0.16099182118311417,0.7,16.581324103100453,59.11,78.42394565134104,16.485823453321043,8.373667648735518,1,2.410840549977958,8.090478999603912,7.365392383105306,Niger seed
6.570951973461277,144.9938242439702,7.498726983745912,0.13737626942607373,1.5314443103170166,10.065385602766908,59.11,76.68045016274101,15.76294686433218,-0.280558422,1,2.632867910573847,5.165404473622151,14.365876979527954,Niger seed
5.818556754806658,211.66618732368417,2.3899994204171264,0.2316761517602996,1.7709279246777638,5.289899022395229,58.775978413480146,78.13742513617073,16.65962303557642,7.122932533381722,1,2.5406738559630857,6.7711143066619455,7.916156270096653,Niger seed
5.148623230470857,115.79818693352,2.7431161523542853,0.21916517840415886,0.648623230470857,18.256883847645714,59.11,78.21265609786663,16.06333050646722,10.404262190352783,1,2.4855734941405974,7.530040719682996,5.647066741370464,Niger seed
5.3,506.4927231534868,3.883090771782892,0.22545572824843477,1.8649272315348675,14.58454614108554,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.599242075468971,345.1417743935271,1.1417743935271019,0.19328693819433146,2.17164512129458,8.432902425891593,59.11,78.00756578706866,16.58017537242553,1.989303698742989,1,2.4514675635388787,7.23115548113347,13.009642777225508,Niger seed
6.119409383379138,345.1940938337914,4.41771849862585,0.13497468445041225,2.4432483914147394,6.611812332417234,59.11,76.84221481232824,16.0462550602745,2.351333811455487,1,2.5347439897708086,6.28771334201205,11.243020950202723,Niger seed
5.212140638138641,138.50835119019143,2.067829167238054,0.20617647128062505,1.5824771361735914,12.986728217827569,59.11,77.50657463040389,15.812441037999724,1.3410204373394097,1,2.6409855187817586,5.468569521088871,14.153047212128993,Niger seed
5.7120536402040605,321.7599643265473,5.248387415920992,0.17001733766390958,2.45399255719527,9.217009196795836,59.11,78.39711100181049,16.518350301033585,7.455016793503942,1,2.4133295188946846,8.005299316685305,8.204868607599796,Niger seed
5.934710110839171,222.7548314860138,1.2754831486013818,0.12767248997937003,1.3203865188811057,8.826449445804146,59.11,77.55446382265733,16.40927498275054,5.5499659404939345,1,2.435286125448571,7.615615131542896,8.460447937353408,Niger seed
5.790783844543081,143.12056340695233,4.759565256390269,0.1883443960900152,1.6086037955946402,11.955792992068687,59.11,76.94193508507072,15.554330478925635,0.3345811084179019,1,2.69455140161382,4.781393147216158,14.60689198764285,Niger seed
5.51755153145692,444.9237975993385,2.1812929428807672,0.19150147410749613,1.3362585885761535,20.73672702814619,59.11,79.03862430153134,16.61417837646731,0.6211098291868726,1,2.419300934706799,7.736546951262592,22.507441331520525,Niger seed
6.000804852553343,167.825755281707,3,0.161822001584273,1.7206438820426746,5.396780589786628,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Niger seed
5.138077523329223,370.94475207670325,3.1242549712768817,0.2173710445493277,1.6207845456874719,15.214911024259589,59.11,78.08844739488374,16.619039536796627,2.132611718486291,1,2.4432960719383594,7.3336370505647075,12.942031597799424,Niger seed
5.426489544723673,243.2318819497388,2,0.15328103094000506,1.3119163577893869,19.08615008039593,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.674307955397888,154.86775406185708,6.852380330028531,0.11273126825105198,1.5999601503670278,7.613423841979154,59.11,76.80603262185572,16.025751818922313,1.9966772210833916,1,2.5425250731376265,6.178041102366054,11.601401124121331,Niger seed
5.2978753640944785,231.21274781543312,2.404249271811043,0.18959521070091512,1.4149008738267481,12.616997087244172,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
6.825531151688223,370.82609801987996,9.533222657462872,0.13664279871694526,1.7759652704954239,7.8037563845534885,59.11,77.16749489544021,16.17651557760212,0.5008454549541306,1,2.5363401621459283,6.166738171274749,13.711881337002595,Niger seed
5.859079557270187,212.98993220415943,1.9532536605324329,0.1910212440602335,1.8384659287836445,6.883795919294007,58.04656796913664,79.98796644867187,17.444939937335874,7.958039687059447,1,2.763910015791254,4.8627904792367325,10.336578685003571,Niger seed
5.767990951623047,345.3828442166043,1.382844216604353,0.1771111530658479,2.1234311566791293,7.468623133582588,59.11,77.59533638960656,16.3820963345039,1.2589055250898562,1,2.493115215580489,6.708837530751065,13.35423676477626,Niger seed
5.569108076223197,378.36385095278996,14.26698139742527,0.18849119990935512,1.655759006351933,11.539279491845356,59.11,77.63665093012874,15.967153000334458,1.5296078657900938,1,2.603540228519766,5.830713764611447,13.91752827417484,Niger seed
5.433920523226792,226.36562877747357,3.3215895354641525,0.15710485462350057,1.7348013080669809,10.339205232267924,59.11,77.68502047358908,16.425190148728472,1.417809988356837,1,2.484054407335444,6.822472335100455,13.279267351363151,Niger seed
6.669749719207068,151.03764486640569,6.461972520082318,0.11277070467652311,1.6015478506132685,8.672176635019575,59.11,76.80987383212889,16.027928504752737,2.034328632470908,1,2.5416990099011385,6.189684237513689,11.563354405894039,Niger seed
5.394443537264139,133.0399337101634,1.5053915488565468,0.14116298088765478,1.0102720268296521,14.507403173899316,59.11,77.8981451242138,16.278172609530106,1.9087277955666975,1,2.5282634408185993,6.558737373084287,13.444061278247334,Niger seed
5.228429322440184,231.6294240653589,2.5431413551196314,0.20185938165706346,1.2482303738564422,13.172565420478525,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.419032486281907,244.57415246925677,2,0.1532182413893666,1.2522598902552544,19.906426508990254,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.388452700079199,132.7327442610111,1.4171408400184713,0.1562458628616184,1.4047104988207857,11.8456003164298,59.11,78.16050052240507,16.653661556154145,2.260277219956048,1,2.4360165241865666,7.424932436379695,12.881800389930849,Niger seed
6.124304715302826,345.2430471530283,4.270858540915214,0.13501874243772544,2.416324065834456,6.513905693943476,59.11,76.82385731761441,16.03585247989383,2.1713942777247848,1,2.5386918214224803,6.232069735772003,11.424849691424154,Niger seed
5.717766563107595,226.37055728154007,1.637055728154008,0.1407614173591751,1.6096445825232064,9.911167184462023,59.11,77.90157349902785,16.552698771946734,3.987374256723198,1,2.4311381142356305,7.577047389693818,10.62960207251711,Niger seed
5.399548049070426,448.00903901859147,2,0.20799559172486703,1.897288294422554,9.067792639436144,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Niger seed
5.863732538608018,136.6699736926108,3.6585493092934374,0.14252180598575662,1.430021259452498,11.01596982905701,59.11,77.67959607040254,16.42258368598927,1.4081988975297461,1,2.484602436,6.815599309615414,13.283801760446153,Niger seed
5.3532604364646605,218.11232605892232,5.644930423568926,0.16395506957643108,1.391123260589223,9.355069576431074,59.11,76.69179224392428,15.947937208060424,-0.34201619,1,2.584400534908228,5.5639960197907135,14.10953437820621,Niger seed
6.251725364974786,166.73805154565207,4.017753290898288,0.11638731987606084,1.7471518391660856,5.690435649604366,59.11,77.16214154636957,16.22754687697775,5.487244688663342,1,2.4659428321753274,7.257446821017164,8.074185755605345,Niger seed
5.890522146994796,120.82732097885845,6.562718624690979,0.06517962919883853,1.098833705032654,7.949018071615699,59.11,77.60042563830572,15.924066857847764,1.4770876553887495,1,2.6139684661772593,5.7298592589760675,13.983118564452793,Niger seed
6.1422689113396185,368.5151245775486,14.700839505283831,0.1497286545444726,1.8268067340188567,6.731932659811431,59.11,76.89215964082832,15.59404203539833,0.21748508949651824,1,2.6828095270094203,4.85449233089249,14.561013131641824,Niger seed
5.60670452507474,249.96012911708806,1.8218064439010868,0.154295007339342,1.046541933170326,19.14890310241739,59.11,78.0539870882912,16.46353009684728,2.134670840627395,1,2.4834009440207883,6.992615568491626,13.161890475834923,Niger seed
5.301236679759409,131.97660201895198,1.011649523333637,0.1586039389069023,1.399369293322701,11.991516376850452,59.11,78.24863965226464,16.695048676400376,2.416882331565686,1,2.427365972441453,7.534546002237118,12.809448368901876,Niger seed
